F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Dry Food href: https://nutrish.com/cat?filters=2631 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/super-premium-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/peak-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/zero-grain-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Wet Food href: https://nutrish.com/cat?filters=2632 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/super-premium-wet-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/peak-wet-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/purrfect-broths xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/purrfect-entrees xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: MAKE the SWITCH Get coupons, samples and more! href: https://nutrish.com/switchto xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Close the navigation menu href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Switch to Nutrish href: https://nutrish.com/switch-to xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[3]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Videos href: https://nutrish.com/videos xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[4]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[5]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: FAQs href: https://nutrish.com/faq xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[6]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Rachael Ray Foundation href: https://nutrish.com/rachael-ray-foundation xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[7]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/pets xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[2]/div[1]/div[1]/div[8]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Close the navigation menu href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[3]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[4]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/reviews xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[4]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/reviews/write xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[4]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Close the navigation menu href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[4]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image] Rachael Ray Nutrish href: https://nutrish.com/ xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Dogs href: https://nutrish.com/dog xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Cats href: https://nutrish.com/cat xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Why Nutrish href: https://nutrish.com/why-nutrish xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: BUY NOW href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[5]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: LOGIN href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[6]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/search xPath: /html[1]/body[1]/div[3]/div[1]/div[1]/div[2]/div[7]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://nutrish.com/cat/peak-dry-food xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image] Find a food as amazing as your dog thinks you are. href: https://nutrish.com/dog xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image] Find a food as amazing as your cat thinks you are. href: https://nutrish.com/cat xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Learn More href: https://nutrish.com/cat/super-premium-dry-food/inner-health-turkey-and-chickpeas-and-salmon xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Learn More href: https://nutrish.com/cat/purrfect-broths xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[4]/div[1]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Sign up for Pet Profiles href: https://nutrish.com/auth/sign-up xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[6]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Find a Store href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[6]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[6]/div[1]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Read Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/div[4]/div[1]/div[1]/div[6]/div[1]/div[1]/div[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://www.facebook.com/nutrish xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://www.facebook.com/nutrishforcats xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://twitter.com/nutrish xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://instagram.com/nutrish/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://www.pinterest.com/nutrishforpets/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[5]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: [Possible Image]  href: https://www.youtube.com/user/RachaelRayNutrish xPath: /html[1]/body[1]/footer[1]/div[1]/div[1]/ul[1]/li[6]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Check Our FAQs href: https://nutrish.com/faq xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/div[1]/div[3]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Contact us href: https://nutrish.com/contact-us xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/div[1]/div[3]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Cats href: https://nutrish.com/cat xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Dogs href: https://nutrish.com/dog xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Why Nutrish href: https://nutrish.com/why-nutrish xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Buy Now href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Read Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[5] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Write Reviews href: https://nutrish.com/reviews/write xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[6] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[7] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Videos href: https://nutrish.com/videos xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[8] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: #NutrishPets href: https://nutrish.com/pets xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[9] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Pet Profiles href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[10] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Switch to Nutrish href: https://nutrish.com/switch-to xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[1]/div[1]/a[11] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Company Information href: https://www.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Privacy Policy href: https://www.jmsmucker.com/privacy-policy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[2]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Do Not Sell My Info href: https://consumer-privacy.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[2]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Terms of Use href: https://www.jmsmucker.com/terms-of-use xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[2]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Cats href: https://nutrish.com/cat xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: For Dogs href: https://nutrish.com/dog xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[1]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Why Nutrish href: https://nutrish.com/why-nutrish xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[1]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Buy Now href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[1]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Read Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
